id,emotion,usage
1873,5,Training
1874,2,Training
1875,6,Training
1876,4,Training
1877,2,Training
1878,4,Training
1879,5,Training
1880,6,Training
1881,0,Training
1882,3,Training
1883,5,Training
1884,6,Training
1885,2,Training
1886,3,Training
1887,3,Training
1888,3,Training
1889,3,Training
1890,2,Training
1891,6,Training
1892,4,Training
1893,6,Training
1894,3,Training
1895,5,Training
1896,6,Training
1897,4,Training
1898,6,Training
1899,3,Training
1900,0,Training
1901,3,Training
1902,4,Training
1903,5,Training
1904,0,Training
1905,5,Training
1906,3,Training
1907,4,Training
1908,5,Training
1909,0,Training
1910,5,Training
1911,0,Training
1912,5,Training
1913,6,Training
1914,3,Training
1915,5,Training
1916,3,Training
1917,6,Training
1918,2,Training
1919,2,Training
1920,3,Training
1921,3,Training
1922,4,Training
1923,3,Training
1924,4,Training
1925,0,Training
1926,3,Training
1927,4,Training
1928,0,Training
1929,3,Training
1930,2,Training
1931,2,Training
1932,4,Training
1933,3,Training
1934,0,Training
1935,3,Training
1936,4,Training
1937,3,Training
1938,4,Training
1939,3,Training
1940,2,Training
1941,0,Training
1942,2,Training
1943,3,Training
1944,4,Training
1945,0,Training
1946,5,Training
1947,4,Training
1948,4,Training
1949,6,Training
1950,3,Training
1951,6,Training
1952,4,Training
1953,5,Training
1954,3,Training
1955,3,Training
1956,3,Training
1957,5,Training
1958,0,Training
1959,6,Training
1960,4,Training
1961,5,Training
1962,6,Training
1963,5,Training
1964,3,Training
1965,6,Training
1966,6,Training
1967,0,Training
1968,2,Training
1969,3,Training
1970,3,Training
1971,3,Training
1972,0,Training
1973,6,Training
1974,4,Training
1975,3,Training
1976,1,Training
1977,6,Training
1978,5,Training
1979,3,Training
1980,6,Training
1981,3,Training
1982,4,Training
1983,3,Training
1984,0,Training
1985,4,Training
1986,4,Training
1987,2,Training
1988,6,Training
1989,6,Training
1990,6,Training
1991,2,Training
1992,4,Training
1993,5,Training
1994,3,Training
1995,0,Training
1996,0,Training
1997,2,Training
1998,5,Training
1999,0,Training
2000,5,Training
2001,6,Training
2002,3,Training
2003,2,Training
2004,4,Training
2005,2,Training
2006,1,Training
2007,0,Training
2008,4,Training
2009,4,Training
2010,6,Training
2011,6,Training
2012,2,Training
2013,3,Training
2014,4,Training
2015,6,Training
2016,5,Training
2017,3,Training
2018,4,Training
2019,5,Training
2020,6,Training
2021,0,Training
2022,0,Training
2023,3,Training
2024,5,Training
2025,0,Training
2026,3,Training
2027,4,Training
2028,3,Training
2029,4,Training
2030,4,Training
2031,3,Training
2032,0,Training
2033,5,Training
2034,2,Training
2035,5,Training
2036,4,Training
2037,3,Training
2038,6,Training
2039,0,Training
2040,4,Training
2041,3,Training
2042,2,Training
2043,2,Training
2044,6,Training
2045,6,Training
2046,3,Training
2047,4,Training
2048,2,Training
2049,4,Training
2050,3,Training
2051,0,Training
2052,2,Training
2053,6,Training
2054,6,Training
2055,0,Training
2056,0,Training
2057,0,Training
2058,2,Training
2059,3,Training
2060,5,Training
2061,5,Training
2062,2,Training
2063,6,Training
2064,3,Training
2065,3,Training
2066,3,Training
2067,0,Training
2068,0,Training
2069,6,Training
2070,3,Training
2071,0,Training
2072,3,Training
2073,5,Training
2074,3,Training
2075,2,Training
2076,4,Training
2077,3,Training
2078,4,Training
2079,6,Training
2080,0,Training
2081,4,Training
2082,0,Training
2083,2,Training
2084,3,Training
2085,4,Training
2086,2,Training
2087,6,Training
2088,4,Training
2089,3,Training
2090,5,Training
2091,5,Training
2092,4,Training
2093,6,Training
2094,2,Training
2095,6,Training
2096,0,Training
2097,3,Training
2098,2,Training
2099,2,Training
2100,2,Training
2101,0,Training
2102,4,Training
2103,6,Training
2104,0,Training
2105,6,Training
2106,4,Training
2107,4,Training
2108,6,Training
2109,0,Training
2110,6,Training
2111,3,Training
2112,0,Training
2113,2,Training
2114,3,Training
2115,5,Training
2116,3,Training
2117,3,Training
2118,0,Training
2119,2,Training
2120,5,Training
2121,3,Training
2122,2,Training
2123,3,Training
2124,3,Training
2125,4,Training
2126,3,Training
2127,0,Training
2128,6,Training
2129,0,Training
2130,2,Training
2131,5,Training
2132,0,Training
2133,2,Training
2134,6,Training
2135,2,Training
2136,3,Training
2137,3,Training
2138,3,Training
2139,4,Training
2140,4,Training
2141,5,Training
2142,3,Training
2143,0,Training
2144,4,Training
2145,0,Training
2146,6,Training
2147,5,Training
2148,2,Training
2149,0,Training
2150,6,Training
2151,0,Training
2152,1,Training
2153,3,Training
2154,2,Training
2155,2,Training
2156,6,Training
2157,6,Training
2158,4,Training
2159,6,Training
2160,3,Training
2161,0,Training
2162,2,Training
2163,2,Training
2164,1,Training
2165,5,Training
2166,0,Training
2167,4,Training
2168,3,Training
2169,5,Training
2170,6,Training
2171,3,Training
2172,6,Training
2173,6,Training
2174,5,Training
2175,4,Training
2176,4,Training
2177,4,Training
2178,2,Training
2179,2,Training
2180,0,Training
2181,2,Training
2182,0,Training
2183,3,Training
2184,6,Training
2185,3,Training
2186,0,Training
2187,3,Training
2188,4,Training
2189,5,Training
2190,2,Training
2191,3,Training
2192,0,Training
2193,3,Training
2194,0,Training
2195,0,Training
2196,5,Training
2197,2,Training
2198,4,Training
2199,6,Training
2200,3,Training
2201,5,Training
2202,0,Training
2203,3,Training
2204,3,Training
2205,3,Training
2206,2,Training
2207,3,Training
2208,6,Training
2209,4,Training
2210,6,Training
2211,3,Training
2212,3,Training
2213,6,Training
2214,3,Training
2215,6,Training
2216,4,Training
2217,6,Training
2218,2,Training
2219,3,Training
2220,3,Training
2221,0,Training
2222,4,Training
2223,3,Training
2224,6,Training
2225,3,Training
2226,0,Training
2227,2,Training
2228,6,Training
2229,5,Training
2230,0,Training
2231,4,Training
2232,3,Training
2233,2,Training
2234,2,Training
2235,5,Training
2236,4,Training
2237,6,Training
2238,4,Training
2239,4,Training
2240,4,Training
2241,3,Training
2242,6,Training
2243,0,Training
2244,6,Training
2245,2,Training
2246,5,Training
2247,0,Training
2248,0,Training
2249,4,Training
2250,4,Training
2251,2,Training
2252,2,Training
2253,2,Training
2254,3,Training
2255,6,Training
2256,4,Training
2257,4,Training
2258,3,Training
2259,6,Training
2260,5,Training
2261,0,Training
2262,4,Training
2263,4,Training
2264,6,Training
2265,0,Training
2266,0,Training
2267,5,Training
2268,3,Training
2269,0,Training
2270,2,Training
2271,2,Training
2272,6,Training
2273,3,Training
2274,6,Training
2275,6,Training
2276,1,Training
2277,6,Training
2278,5,Training
2279,4,Training
2280,6,Training
2281,2,Training
2282,6,Training
2283,3,Training
2284,5,Training
2285,3,Training
2286,3,Training
2287,3,Training
2288,3,Training
2289,0,Training
2290,0,Training
2291,0,Training
2292,5,Training
2293,2,Training
2294,3,Training
2295,6,Training
2296,6,Training
2297,3,Training
2298,2,Training
2299,2,Training
2300,6,Training
2301,2,Training
2302,0,Training
2303,0,Training
2304,6,Training
2305,6,Training
2306,3,Training
2307,3,Training
2308,3,Training
2309,3,Training
2310,2,Training
2311,3,Training
2312,3,Training
2313,4,Training
2314,4,Training
2315,0,Training
2316,0,Training
2317,3,Training
2318,4,Training
2319,6,Training
2320,2,Training
2321,2,Training
2322,1,Training
2323,6,Training
2324,3,Training
2325,3,Training
2326,0,Training
2327,3,Training
2328,3,Training
2329,3,Training
2330,6,Training
2331,2,Training
2332,6,Training
2333,2,Training
2334,5,Training
2335,6,Training
2336,3,Training
2337,5,Training
2338,0,Training
2339,3,Training
2340,4,Training
2341,0,Training
2342,3,Training
2343,4,Training
2344,5,Training
2345,5,Training
2346,4,Training
2347,3,Training
2348,4,Training
2349,6,Training
2350,4,Training
2351,3,Training
2352,5,Training
2353,5,Training
2354,2,Training
2355,0,Training
2356,3,Training
2357,2,Training
2358,2,Training
2359,5,Training
2360,6,Training
2361,2,Training
2362,3,Training
2363,0,Training
2364,0,Training
2365,5,Training
2366,4,Training
2367,6,Training
2368,4,Training
2369,6,Training
2370,6,Training
2371,6,Training
2372,6,Training
2373,4,Training
2374,2,Training
2375,3,Training
2376,2,Training
2377,6,Training
2378,3,Training
2379,2,Training
2380,6,Training
2381,6,Training
2382,0,Training
2383,4,Training
2384,0,Training
2385,6,Training
2386,3,Training
2387,0,Training
2388,3,Training
2389,2,Training
2390,1,Training
2391,2,Training
2392,2,Training
2393,5,Training
2394,5,Training
2395,0,Training
2396,6,Training
2397,0,Training
2398,3,Training
2399,0,Training
2400,2,Training
2401,0,Training
2402,6,Training
2403,2,Training
2404,3,Training
2405,3,Training
2406,6,Training
2407,6,Training
2408,0,Training
2409,2,Training
2410,6,Training
2411,0,Training
2412,3,Training
2413,4,Training
2414,3,Training
2415,2,Training
2416,6,Training
2417,2,Training
2418,2,Training
2419,4,Training
2420,1,Training
2421,5,Training
2422,3,Training
2423,3,Training
2424,6,Training
2425,3,Training
2426,0,Training
2427,2,Training
2428,6,Training
2429,4,Training
2430,6,Training
2431,0,Training
2432,4,Training
2433,3,Training
2434,6,Training
2435,5,Training
2436,3,Training
2437,3,Training
2438,3,Training
2439,2,Training
2440,3,Training
2441,6,Training
2442,2,Training
2443,3,Training
2444,6,Training
2445,3,Training
2446,5,Training
2447,6,Training
2448,6,Training
2449,5,Training
2450,4,Training
2451,3,Training
2452,4,Training
2453,6,Training
2454,3,Training
2455,6,Training
2456,0,Training
2457,3,Training
2458,4,Training
2459,6,Training
2460,4,Training
2461,4,Training
2462,5,Training
2463,4,Training
2464,3,Training
2465,3,Training
2466,3,Training
2467,5,Training
2468,4,Training
2469,3,Training
2470,6,Training
2471,4,Training
2472,2,Training
2473,3,Training
2474,3,Training
2475,3,Training
2476,5,Training
2477,4,Training
2478,3,Training
2479,4,Training
2480,4,Training
2481,5,Training
2482,3,Training
2483,5,Training
2484,3,Training
2485,0,Training
2486,4,Training
2487,0,Training
2488,0,Training
2489,6,Training
2490,6,Training
2491,3,Training
2492,4,Training
2493,3,Training
2494,6,Training
2495,3,Training
2496,2,Training
2497,4,Training
2498,6,Training
2499,0,Training
2500,4,Training
2501,2,Training
2502,5,Training
2503,4,Training
2504,0,Training
2505,6,Training
2506,0,Training
2507,3,Training
2508,3,Training
2509,4,Training
2510,3,Training
2511,6,Training
2512,0,Training
2513,0,Training
2514,5,Training
2515,4,Training
2516,4,Training
2517,2,Training
2518,0,Training
2519,3,Training
2520,5,Training
2521,6,Training
2522,3,Training
2523,3,Training
2524,6,Training
2525,6,Training
2526,0,Training
2527,4,Training
2528,3,Training
2529,3,Training
2530,5,Training
2531,4,Training
2532,3,Training
2533,6,Training
2534,4,Training
2535,3,Training
2536,6,Training
2537,3,Training
2538,3,Training
2539,4,Training
2540,4,Training
2541,6,Training
2542,3,Training
2543,1,Training
2544,3,Training
2545,4,Training
2546,2,Training
2547,4,Training
2548,3,Training
2549,5,Training
2550,3,Training
2551,2,Training
2552,4,Training
2553,4,Training
2554,2,Training
2555,3,Training
2556,4,Training
2557,3,Training
2558,0,Training
2559,0,Training
2560,3,Training
2561,2,Training
2562,3,Training
2563,6,Training
2564,3,Training
2565,6,Training
2566,4,Training
2567,5,Training
2568,0,Training
2569,4,Training
2570,4,Training
2571,2,Training
2572,4,Training
2573,2,Training
2574,4,Training
2575,4,Training
2576,6,Training
2577,4,Training
2578,6,Training
2579,6,Training
2580,0,Training
2581,6,Training
2582,0,Training
2583,4,Training
2584,6,Training
2585,6,Training
2586,6,Training
2587,4,Training
2588,4,Training
2589,6,Training
2590,3,Training
2591,4,Training
2592,3,Training
2593,2,Training
2594,2,Training
2595,0,Training
2596,2,Training
2597,5,Training
2598,3,Training
2599,4,Training
2600,0,Training
2601,6,Training
2602,6,Training
2603,6,Training
2604,3,Training
2605,3,Training
2606,6,Training
2607,3,Training
2608,4,Training
2609,6,Training
2610,4,Training
2611,3,Training
2612,3,Training
2613,3,Training
2614,6,Training
2615,2,Training
2616,4,Training
2617,5,Training
2618,6,Training
2619,4,Training
2620,5,Training
2621,3,Training
2622,2,Training
2623,5,Training
2624,2,Training
2625,2,Training
2626,1,Training
2627,6,Training
2628,2,Training
2629,4,Training
2630,3,Training
2631,0,Training
2632,6,Training
2633,6,Training
2634,4,Training
2635,5,Training
2636,4,Training
2637,3,Training
2638,6,Training
2639,2,Training
2640,2,Training
2641,3,Training
2642,2,Training
2643,3,Training
2644,3,Training
2645,2,Training
2646,3,Training
2647,0,Training
2648,3,Training
2649,4,Training
2650,3,Training
2651,3,Training
2652,2,Training
2653,3,Training
2654,2,Training
2655,0,Training
2656,3,Training
2657,0,Training
2658,2,Training
2659,4,Training
2660,0,Training
2661,6,Training
2662,2,Training
2663,2,Training
2664,6,Training
2665,6,Training
2666,0,Training
2667,3,Training
2668,6,Training
2669,0,Training
2670,4,Training
2671,3,Training
2672,4,Training
2673,0,Training
2674,6,Training
2675,3,Training
2676,4,Training
2677,4,Training
2678,6,Training
2679,3,Training
2680,4,Training
2681,3,Training
2682,2,Training
2683,4,Training
2684,2,Training
2685,0,Training
2686,3,Training
2687,6,Training
2688,0,Training
2689,4,Training
2690,4,Training
2691,4,Training
2692,2,Training
2693,3,Training
2694,2,Training
2695,4,Training
2696,1,Training
2697,0,Training
2698,5,Training
2699,4,Training
2700,6,Training
2701,6,Training
2702,3,Training
2703,3,Training
2704,5,Training
2705,2,Training
2706,6,Training
2707,3,Training
2708,4,Training
2709,0,Training
2710,0,Training
2711,6,Training
2712,0,Training
2713,0,Training
2714,6,Training
2715,4,Training
2716,3,Training
2717,5,Training
2718,4,Training
2719,2,Training
2720,4,Training
2721,2,Training
2722,2,Training
2723,5,Training
2724,3,Training
2725,2,Training
2726,2,Training
2727,2,Training
2728,6,Training
2729,4,Training
2730,3,Training
2731,3,Training
2732,4,Training
2733,1,Training
2734,3,Training
2735,6,Training
2736,2,Training
2737,5,Training
2738,6,Training
2739,3,Training
2740,6,Training
2741,6,Training
2742,2,Training
2743,1,Training
2744,0,Training
2745,5,Training
2746,3,Training
2747,1,Training
2748,6,Training
2749,4,Training
2750,0,Training
2751,6,Training
2752,4,Training
2753,6,Training
2754,6,Training
2755,3,Training
2756,5,Training
2757,3,Training
2758,3,Training
2759,5,Training
2760,5,Training
2761,2,Training
2762,6,Training
2763,0,Training
2764,5,Training
2765,0,Training
2766,3,Training
2767,3,Training
2768,3,Training
2769,3,Training
2770,6,Training
2771,0,Training
2772,3,Training
2773,2,Training
2774,6,Training
2775,3,Training
2776,4,Training
2777,4,Training
2778,4,Training
2779,0,Training
2780,3,Training
2781,4,Training
2782,0,Training
2783,2,Training
2784,3,Training
2785,3,Training
2786,4,Training
2787,5,Training
2788,1,Training
2789,4,Training
2790,2,Training
2791,3,Training
2792,0,Training
2793,6,Training
2794,3,Training
2795,3,Training
2796,1,Training
2797,3,Training
2798,4,Training
2799,6,Training
2800,2,Training
2801,4,Training
2802,2,Training
2803,4,Training
2804,5,Training
2805,5,Training
2806,3,Training
2807,3,Training
2808,3,Training
2809,6,Training
2810,5,Training
2811,3,Training
2812,3,Training
2813,4,Training
2814,3,Training
2815,0,Training
2816,4,Training
2817,3,Training
2818,3,Training
2819,0,Training
2820,6,Training
2821,3,Training
2822,6,Training
2823,6,Training
2824,0,Training
2825,3,Training
2826,4,Training
2827,0,Training
2828,4,Training
2829,4,Training
2830,6,Training
2831,0,Training
2832,2,Training
2833,5,Training
2834,3,Training
2835,2,Training
2836,5,Training
2837,0,Training
2838,5,Training
2839,4,Training
2840,6,Training
2841,4,Training
2842,5,Training
2843,2,Training
2844,0,Training
2845,1,Training
2846,4,Training
2847,5,Training
2848,0,Training
2849,6,Training
2850,3,Training
2851,4,Training
2852,3,Training
2853,3,Training
2854,5,Training
2855,3,Training
2856,4,Training
2857,6,Training
2858,3,Training
2859,2,Training
2860,0,Training
2861,2,Training
2862,3,Training
2863,3,Training
2864,4,Training
2865,3,Training
2866,6,Training
2867,3,Training
2868,3,Training
2869,4,Training
2870,3,Training
2871,6,Training
2872,6,Training
2873,3,Training
2874,6,Training
2875,4,Training
2876,2,Training
2877,6,Training
2878,3,Training
2879,5,Training
2880,4,Training
2881,3,Training
